0 0 0 0 0 0 0 0 9 52 55 20 41 35 36 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 8 13 -1 38 39 37 43 19 33 10 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 27 -1 
0 0 0 27 0 0 0 0 9 52 55 20 41 35 36 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 8 13 -1 38 39 37 43 19 33 10 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 
0 0 10 27 0 0 0 0 9 52 55 20 41 35 36 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 8 13 -1 38 39 37 43 19 33 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 
0 0 10 27 0 0 0 0 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 8 13 -1 38 39 37 43 19 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 
0 0 10 27 0 0 0 0 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 8 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 
0 0 10 27 0 0 0 0 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 4 -1 38 39 37 43 19 13 8 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 
0 0 10 27 1 0 0 0 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 7 -1 38 39 37 43 19 13 8 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 
0 0 10 27 1 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 32 -1 30 48 -1 38 39 37 43 19 13 8 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 
0 10 27 32 1 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 46 -1 30 48 -1 38 39 37 43 19 13 8 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 -1 
0 10 27 32 1 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 -1 30 48 46 -1 38 39 37 43 19 13 8 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 -1 
0 10 27 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 40 -1 28 54 6 17 -1 30 48 46 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 -1 -1 
0 10 27 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 29 -1 28 54 6 17 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 -1 -1 
10 27 29 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 -1 28 54 6 17 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 25 -1 -1 -1 -1 -1 -1 -1 -1 
10 27 29 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 25 -1 28 54 6 17 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 -1 -1 -1 -1 -1 -1 -1 -1 
0 27 29 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 25 -1 28 54 6 17 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 15 10 -1 -1 -1 -1 -1 -1 -1 
0 27 29 32 2 0 0 1 9 52 55 20 41 35 36 33 -1 21 5 47 18 34 24 -1 22 14 12 31 25 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 -1 -1 -1 -1 -1 -1 -1 
0 27 29 32 2 0 0 1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 -1 22 14 12 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 -1 -1 -1 -1 -1 -1 -1 
0 27 29 32 3 0 0 1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 -1 22 14 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 13 -1 44 23 49 50 42 51 26 -1 45 53 11 16 -1 -1 -1 -1 -1 -1 -1 -1 
0 27 29 32 3 0 0 1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 -1 22 14 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 -1 44 23 49 50 42 51 26 -1 45 53 11 16 13 -1 -1 -1 -1 -1 -1 -1 -1 
14 27 29 32 3 0 0 1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 -1 22 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 -1 44 23 49 50 42 51 26 -1 45 53 11 16 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
14 27 29 32 3 0 0 1 -1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 22 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 -1 44 23 49 50 42 51 26 -1 45 53 11 16 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
0 14 27 32 3 0 0 1 29 -1 9 52 55 20 41 35 36 33 31 25 -1 21 5 47 18 34 24 22 -1 28 54 6 17 15 10 -1 30 48 46 40 -1 38 39 37 43 19 -1 44 23 49 50 42 51 26 -1 45 53 11 16 13 -1 -1 -1 -1 -1 -1 -1 -1 
